,id_point,building_id,name_point,description,units,tagged_units,equip_id,equip_type_abbr,equip_type_name,tags
196,307824,438,Hotel AHU-20N-1_Supply Fan VFD Speed Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
197,307816,438,Hotel AHU-20N-1_Return Air Damper Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
198,307808,438,Hotel AHU-20N-1_Low Temperature Detector,,On/Off,on/off,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
199,307814,438,Hotel AHU-20N-1_Preheat Coil Leaving Air Temperature,,F,f,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
200,307803,438,Hotel AHU-20N-1_Cooling Coil Valve Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
201,307813,438,Hotel AHU-20N-1_Outdoor Air Damper Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
202,307804,438,Hotel AHU-20N-1_Face & Bypass Damper Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
203,307815,438,Hotel AHU-20N-1_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
204,307818,438,Hotel AHU-20N-1_Status,,?,?,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
205,307819,438,Hotel AHU-20N-1_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
206,307820,438,Hotel AHU-20N-1_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
207,307821,438,Hotel AHU-20N-1_Supply Air Temperature,,F,f,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
208,307822,438,Hotel AHU-20N-1_Supply Air Temperature Setpoint,,F,f,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
209,307823,438,Hotel AHU-20N-1_Supply Fan Start/Stop Command,,On/Off,on/off,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
210,307805,438,Hotel AHU-20N-1_Final Filter Pressure Status,,On/Off,on/off,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
211,307817,438,Hotel AHU-20N-1_Return Air Temperature,,F,f,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
212,307812,438,Hotel AHU-20N-1_Occupied Mode,,Occ,occ,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
213,307806,438,Hotel AHU-20N-1_Heating Coil Valve Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
214,307811,438,Hotel AHU-20N-1_Mixing Box Dampers Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
215,307807,438,Hotel AHU-20N-1_High Static Pressure Shutdown Alarm,,On/Off,on/off,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
216,307810,438,Hotel AHU-20N-1_Mixed Air Temperature,,F,f,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
217,307809,438,Hotel AHU-20N-1_Minimum Outdoor Air Damper Command,,%,%,28574,AHU,Air Handling Unit,"['ahu', 'hvac']"
218,307769,438,Hotel AHU-20N-10_Return Air Temperature,,F,f,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
219,307773,438,Hotel AHU-20N-10_Supply Air Temperature,,F,f,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
220,307772,438,Hotel AHU-20N-10_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
221,307774,438,Hotel AHU-20N-10_Supply Air Temperature Setpoint,,F,f,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
222,307775,438,Hotel AHU-20N-10_Supply Fan Start/Stop Command,,On/Off,on/off,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
223,307776,438,Hotel AHU-20N-10_Supply Fan VFD Speed Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
224,307755,438,Hotel AHU-20N-10_Cooling Coil Valve Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
225,307759,438,Hotel AHU-20N-10_High Static Pressure Shutdown Alarm,,On/Off,on/off,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
226,307760,438,Hotel AHU-20N-10_Low Temperature Detector,,On/Off,on/off,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
227,307761,438,Hotel AHU-20N-10_Minimum Outdoor Air Damper Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
228,307762,438,Hotel AHU-20N-10_Mixed Air Temperature,,F,f,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
229,307763,438,Hotel AHU-20N-10_Mixing Box Dampers Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
230,307758,438,Hotel AHU-20N-10_Heating Coil Valve Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
231,307757,438,Hotel AHU-20N-10_Final Filter Pressure Status,,On/Off,on/off,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
232,307756,438,Hotel AHU-20N-10_Face & Bypass Damper Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
233,307765,438,Hotel AHU-20N-10_Outdoor Air Damper Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
234,307766,438,Hotel AHU-20N-10_Preheat Coil Leaving Air Temperature,,F,f,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
235,307767,438,Hotel AHU-20N-10_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
236,307768,438,Hotel AHU-20N-10_Return Air Damper Command,,%,%,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
237,307764,438,Hotel AHU-20N-10_Occupied Mode,,Occ,occ,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
238,307770,438,Hotel AHU-20N-10_Status,,?,?,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
239,307771,438,Hotel AHU-20N-10_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28575,AHU,Air Handling Unit,"['ahu', 'hvac']"
240,307787,438,Hotel AHU-20N-11  (100% OA)_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
241,307789,438,Hotel AHU-20N-11  (100% OA)_Supply Air Temperature,,F,f,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
242,307783,438,Hotel AHU-20N-11  (100% OA)_Occupied Mode,,Occ,occ,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
243,307784,438,Hotel AHU-20N-11  (100% OA)_Preheat Coil Leaving Air Temperature,,F,f,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
244,307780,438,Hotel AHU-20N-11  (100% OA)_Heating Coil Valve Command,,%,%,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
245,307791,438,Hotel AHU-20N-11  (100% OA)_Supply Fan Start/Stop Command,,On/Off,on/off,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
246,307790,438,Hotel AHU-20N-11  (100% OA)_Supply Air Temperature Setpoint,,F,f,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
247,307785,438,Hotel AHU-20N-11  (100% OA)_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
248,307792,438,Hotel AHU-20N-11  (100% OA)_Supply Fan VFD Speed Command,,%,%,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
249,307779,438,Hotel AHU-20N-11  (100% OA)_Final Filter Pressure Status,,On/Off,on/off,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
250,307786,438,Hotel AHU-20N-11  (100% OA)_Status,,?,?,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
251,307788,438,Hotel AHU-20N-11  (100% OA)_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
252,307778,438,Hotel AHU-20N-11  (100% OA)_Face & Bypass Damper Command,,%,%,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
253,307777,438,Hotel AHU-20N-11  (100% OA)_Cooling Coil Valve Command,,%,%,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
254,307781,438,Hotel AHU-20N-11  (100% OA)_High Static Pressure Shutdown Alarm,,On/Off,on/off,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
255,307782,438,Hotel AHU-20N-11  (100% OA)_Low Temperature Detector,,On/Off,on/off,28576,AHU,Air Handling Unit,"['ahu', 'hvac']"
256,307795,438,Hotel AHU-20N-12_Supply Air Temperature,,F,f,28577,AHU,Air Handling Unit,"['ahu', 'hvac']"
257,307794,438,Hotel AHU-20N-12_Occupied Mode,,Occ,occ,28577,AHU,Air Handling Unit,"['ahu', 'hvac']"
258,307796,438,Hotel AHU-20N-12_Supply Air Temperature Setpoint,,F,f,28577,AHU,Air Handling Unit,"['ahu', 'hvac']"
259,307797,438,Hotel AHU-20N-12_Supply Fan Start/Stop Command,,On/Off,on/off,28577,AHU,Air Handling Unit,"['ahu', 'hvac']"
260,307793,438,Hotel AHU-20N-12_Cooling Coil Valve Command,,%,%,28577,AHU,Air Handling Unit,"['ahu', 'hvac']"
261,307800,438,Hotel AHU-20N-13_Supply Air Temperature,,F,f,28578,AHU,Air Handling Unit,"['ahu', 'hvac']"
262,307802,438,Hotel AHU-20N-13_Supply Fan Start/Stop Command,,On/Off,on/off,28578,AHU,Air Handling Unit,"['ahu', 'hvac']"
263,307798,438,Hotel AHU-20N-13_Final Filter Pressure Status,,On/Off,on/off,28578,AHU,Air Handling Unit,"['ahu', 'hvac']"
264,307799,438,Hotel AHU-20N-13_Occupied Mode,,Occ,occ,28578,AHU,Air Handling Unit,"['ahu', 'hvac']"
265,307801,438,Hotel AHU-20N-13_Supply Air Temperature Setpoint,,F,f,28578,AHU,Air Handling Unit,"['ahu', 'hvac']"
266,307843,438,Hotel AHU-20N-2_Supply Air Temperature,,F,f,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
267,307831,438,Hotel AHU-20N-2_Minimum Outdoor Air Damper Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
268,307844,438,Hotel AHU-20N-2_Supply Air Temperature Setpoint,,F,f,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
269,307840,438,Hotel AHU-20N-2_Status,,?,?,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
270,307847,438,Hotel AHU-20N-2_Supply Fan VFD Speed Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
271,307845,438,Hotel AHU-20N-2_Supply Fan Start/Stop Command,,On/Off,on/off,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
272,307841,438,Hotel AHU-20N-2_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
273,307826,438,Hotel AHU-20N-2_Face & Bypass Damper Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
274,307825,438,Hotel AHU-20N-2_Cooling Coil Valve Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
275,307827,438,Hotel AHU-20N-2_Final Filter Pressure Status,,On/Off,on/off,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
276,307829,438,Hotel AHU-20N-2_High Static Pressure Shutdown Alarm,,On/Off,on/off,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
277,307835,438,Hotel AHU-20N-2_Outdoor Air Damper Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
278,307836,438,Hotel AHU-20N-2_Preheat Coil Leaving Air Temperature,,F,f,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
279,307837,438,Hotel AHU-20N-2_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
280,307830,438,Hotel AHU-20N-2_Low Temperature Detector,,On/Off,on/off,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
281,307828,438,Hotel AHU-20N-2_Heating Coil Valve Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
282,307832,438,Hotel AHU-20N-2_Mixed Air Temperature,,F,f,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
283,307833,438,Hotel AHU-20N-2_Mixing Box Dampers Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
284,307834,438,Hotel AHU-20N-2_Occupied Mode,,Occ,occ,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
285,307838,438,Hotel AHU-20N-2_Return Air Damper Command,,%,%,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
286,307839,438,Hotel AHU-20N-2_Return Air Temperature,,F,f,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
287,307842,438,Hotel AHU-20N-2_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
288,307846,438,Hotel AHU-20N-2_Supply Fan Status/Proof,,On/Off,on/off,28579,AHU,Air Handling Unit,"['ahu', 'hvac']"
289,307869,438,Hotel AHU-20N-3_Supply Fan VFD Speed Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
290,307856,438,Hotel AHU-20N-3_Mixing Box Dampers Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
291,307855,438,Hotel AHU-20N-3_Mixed Air Temperature,,F,f,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
292,307848,438,Hotel AHU-20N-3_Cooling Coil Valve Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
293,307849,438,Hotel AHU-20N-3_Face & Bypass Damper Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
294,307850,438,Hotel AHU-20N-3_Final Filter Pressure Status,,On/Off,on/off,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
295,307851,438,Hotel AHU-20N-3_Heating Coil Valve Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
296,307852,438,Hotel AHU-20N-3_High Static Pressure Shutdown Alarm,,On/Off,on/off,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
297,307853,438,Hotel AHU-20N-3_Low Temperature Detector,,On/Off,on/off,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
298,307854,438,Hotel AHU-20N-3_Minimum Outdoor Air Damper Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
299,307857,438,Hotel AHU-20N-3_Occupied Mode,,Occ,occ,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
300,307864,438,Hotel AHU-20N-3_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
301,307858,438,Hotel AHU-20N-3_Outdoor Air Damper Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
302,307859,438,Hotel AHU-20N-3_Preheat Coil Leaving Air Temperature,,F,f,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
303,307860,438,Hotel AHU-20N-3_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
304,307861,438,Hotel AHU-20N-3_Return Air Damper Command,,%,%,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
305,307862,438,Hotel AHU-20N-3_Return Air Temperature,,F,f,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
306,307863,438,Hotel AHU-20N-3_Status,,?,?,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
307,307865,438,Hotel AHU-20N-3_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
308,307866,438,Hotel AHU-20N-3_Supply Air Temperature,,F,f,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
309,307867,438,Hotel AHU-20N-3_Supply Air Temperature Setpoint,,F,f,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
310,307868,438,Hotel AHU-20N-3_Supply Fan Start/Stop Command,,On/Off,on/off,28580,AHU,Air Handling Unit,"['ahu', 'hvac']"
311,307872,438,Hotel AHU-20N-4_Final Filter Pressure Status,,On/Off,on/off,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
312,307880,438,Hotel AHU-20N-4_Outdoor Air Damper Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
313,307881,438,Hotel AHU-20N-4_Preheat Coil Leaving Air Temperature,,F,f,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
314,307882,438,Hotel AHU-20N-4_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
315,307884,438,Hotel AHU-20N-4_Return Air Temperature,,F,f,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
316,307885,438,Hotel AHU-20N-4_Status,,?,?,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
317,307887,438,Hotel AHU-20N-4_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
318,307871,438,Hotel AHU-20N-4_Face & Bypass Damper Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
319,307870,438,Hotel AHU-20N-4_Cooling Coil Valve Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
320,307888,438,Hotel AHU-20N-4_Supply Air Temperature,,F,f,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
321,307889,438,Hotel AHU-20N-4_Supply Air Temperature Setpoint,,F,f,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
322,307883,438,Hotel AHU-20N-4_Return Air Damper Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
323,307891,438,Hotel AHU-20N-4_Supply Fan VFD Speed Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
324,307886,438,Hotel AHU-20N-4_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
325,307890,438,Hotel AHU-20N-4_Supply Fan Start/Stop Command,,On/Off,on/off,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
326,307879,438,Hotel AHU-20N-4_Occupied Mode,,Occ,occ,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
327,307878,438,Hotel AHU-20N-4_Mixing Box Dampers Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
328,307877,438,Hotel AHU-20N-4_Mixed Air Temperature,,F,f,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
329,307876,438,Hotel AHU-20N-4_Minimum Outdoor Air Damper Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
330,307875,438,Hotel AHU-20N-4_Low Temperature Detector,,On/Off,on/off,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
331,307874,438,Hotel AHU-20N-4_High Static Pressure Shutdown Alarm,,On/Off,on/off,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
332,307873,438,Hotel AHU-20N-4_Heating Coil Valve Command,,%,%,28581,AHU,Air Handling Unit,"['ahu', 'hvac']"
333,307896,438,Hotel AHU-20N-5  (100% OA)_High Static Pressure Shutdown Alarm,,On/Off,on/off,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
334,307897,438,Hotel AHU-20N-5  (100% OA)_Low Temperature Detector,,On/Off,on/off,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
335,307904,438,Hotel AHU-20N-5  (100% OA)_Supply Air Temperature,,F,f,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
336,307903,438,Hotel AHU-20N-5  (100% OA)_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
337,307902,438,Hotel AHU-20N-5  (100% OA)_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
338,307900,438,Hotel AHU-20N-5  (100% OA)_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
339,307898,438,Hotel AHU-20N-5  (100% OA)_Occupied Mode,,Occ,occ,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
340,307899,438,Hotel AHU-20N-5  (100% OA)_Preheat Coil Leaving Air Temperature,,F,f,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
341,307901,438,Hotel AHU-20N-5  (100% OA)_Status,,?,?,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
342,307892,438,Hotel AHU-20N-5  (100% OA)_Cooling Coil Valve Command,,%,%,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
343,307905,438,Hotel AHU-20N-5  (100% OA)_Supply Air Temperature Setpoint,,F,f,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
344,307907,438,Hotel AHU-20N-5  (100% OA)_Supply Fan VFD Speed Command,,%,%,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
345,307906,438,Hotel AHU-20N-5  (100% OA)_Supply Fan Start/Stop Command,,On/Off,on/off,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
346,307893,438,Hotel AHU-20N-5  (100% OA)_Face & Bypass Damper Command,,%,%,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
347,307894,438,Hotel AHU-20N-5  (100% OA)_Final Filter Pressure Status,,On/Off,on/off,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
348,307895,438,Hotel AHU-20N-5  (100% OA)_Heating Coil Valve Command,,%,%,28582,AHU,Air Handling Unit,"['ahu', 'hvac']"
349,307914,438,Hotel AHU-20N-6_Minimum Outdoor Air Damper Command,,%,%,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
350,307926,438,Hotel AHU-20N-6_Supply Fan Start/Stop Command,,On/Off,on/off,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
351,307925,438,Hotel AHU-20N-6_Supply Air Temperature Setpoint,,F,f,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
352,307924,438,Hotel AHU-20N-6_Supply Air Temperature,,F,f,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
353,307923,438,Hotel AHU-20N-6_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
354,307922,438,Hotel AHU-20N-6_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
355,307921,438,Hotel AHU-20N-6_Status,,?,?,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
356,307918,438,Hotel AHU-20N-6_Preheat Coil Leaving Air Temperature,,F,f,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
357,307917,438,Hotel AHU-20N-6_Outdoor Air Damper Command,,%,%,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
358,307919,438,Hotel AHU-20N-6_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
359,307916,438,Hotel AHU-20N-6_Occupied Mode,,Occ,occ,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
360,307915,438,Hotel AHU-20N-6_Mixed Air Temperature,,F,f,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
361,307913,438,Hotel AHU-20N-6_Low Temperature Detector,,On/Off,on/off,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
362,307912,438,Hotel AHU-20N-6_High Static Pressure Shutdown Alarm,,On/Off,on/off,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
363,307911,438,Hotel AHU-20N-6_Heating Coil Valve Command,,%,%,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
364,307910,438,Hotel AHU-20N-6_Final Filter Pressure Status,,On/Off,on/off,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
365,307909,438,Hotel AHU-20N-6_Face & Bypass Damper Command,,%,%,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
366,307908,438,Hotel AHU-20N-6_Cooling Coil Valve Command,,%,%,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
367,307927,438,Hotel AHU-20N-6_Supply Fan VFD Speed Command,,%,%,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
368,307920,438,Hotel AHU-20N-6_Return Air Temperature,,F,f,28583,AHU,Air Handling Unit,"['ahu', 'hvac']"
369,307934,438,Hotel AHU-20N-7  (100% OA)_Occupied Mode,,Occ,occ,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
370,307943,438,Hotel AHU-20N-7  (100% OA)_Supply Fan VFD Speed Command,,%,%,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
371,307942,438,Hotel AHU-20N-7  (100% OA)_Supply Fan Start/Stop Command,,On/Off,on/off,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
372,307941,438,Hotel AHU-20N-7  (100% OA)_Supply Air Temperature Setpoint,,F,f,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
373,307940,438,Hotel AHU-20N-7  (100% OA)_Supply Air Temperature,,F,f,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
374,307939,438,Hotel AHU-20N-7  (100% OA)_Supply Air Static Pressure Setpoint,,in W.C.,in w.c.,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
375,307936,438,Hotel AHU-20N-7  (100% OA)_Preheat Coil Leaving Air Temperature Setpoint,,F,f,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
376,307938,438,Hotel AHU-20N-7  (100% OA)_Supply Air Static Pressure (Down Duct),,in W.C.,in w.c.,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
377,307937,438,Hotel AHU-20N-7  (100% OA)_Status,,?,?,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
378,307931,438,Hotel AHU-20N-7  (100% OA)_Heating Coil Valve Command,,%,%,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
379,307928,438,Hotel AHU-20N-7  (100% OA)_Cooling Coil Valve Command,,%,%,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
380,307929,438,Hotel AHU-20N-7  (100% OA)_Face & Bypass Damper Command,,%,%,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
381,307930,438,Hotel AHU-20N-7  (100% OA)_Final Filter Pressure Status,,On/Off,on/off,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
382,307932,438,Hotel AHU-20N-7  (100% OA)_High Static Pressure Shutdown Alarm,,On/Off,on/off,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
383,307933,438,Hotel AHU-20N-7  (100% OA)_Low Temperature Detector,,On/Off,on/off,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
384,307935,438,Hotel AHU-20N-7  (100% OA)_Preheat Coil Leaving Air Temperature,,F,f,28584,AHU,Air Handling Unit,"['ahu', 'hvac']"
385,307945,438,Hotel AHU-20N-8_Face & Bypass Damper Command,,%,%,28585,AHU,Air Handling Unit,"['ahu', 'hvac']"
386,307944,438,Hotel AHU-20N-8_Cooling Coil Valve Command,,%,%,28585,AHU,Air Handling Unit,"['ahu', 'hvac']"
387,307959,438,Hotel AHU-20N-8_Supply Fan VFD Speed Command,,%,%,28585,AHU,Air Handling Unit,"['ahu', 'hvac']"
388,307950,438,Hotel AHU-20N-8_Occupied Mode,,Occ,occ,28585,AHU,Air Handling Unit,"['ahu', 'hvac']"
